,,,Museum,Order,Class,Family,Genus,Sp,Ssp,,Sex,Continent/Ocean,Country,State/Province,,,Locality,,,,Preservative,,,Life Stage,,,,,,,Year,Elevation,,,,,,,,,,,Day,Month,COLLECTOR,,
225177,12592,JBS,CAS,Amphibia,Anura,Rhacophoridae,Rhacophorus,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, vic of 27 22 20.4 N, 97 53 40.9 E",H. Win via local collector,26-Apr-02,Alc,H. Win,14-Aug-02,,,1659 ft,,,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, vic of 27 22 20.4 N, 97 53 40.9 E, 1659 ft",,2002,1659,,ft,27,22,20.4,N,97,53,40.9,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225178,12597,JBS,CAS,Amphibia,Anura,Rhacophoridae,Rhacophorus,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 41.2 N, 97 50 43.2 E",K.S. Lwin and Y.N.T. Na,26-Apr-02,Alc,H. Win,14-Aug-02,,,1736 ft,,2118 hrs.  Air temp 71.3 F.  79% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 41.2 N, 97 50 43.2 E, 1736 ft",,2002,1736,,ft,27,22,41.2,N,97,50,43.2,E,26,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225179,12598,JBS,CAS,Amphibia,Anura,Rhacophoridae,Polypedates,leucomystax,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 41.2 N, 97 50 43.2 E",K.S. Lwin and Y.N.T. Na,26-Apr-02,Alc,H. Win,14-Aug-02,Adult,,1736 ft,SVL 63.2 mm.,2118 hrs.  Air temp 71.3 F.  79% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 41.2 N, 97 50 43.2 E, 1736 ft",,2002,1736,,ft,27,22,41.2,N,97,50,43.2,E,26,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225180,12601,JBS,CAS,Amphibia,Anura,Ranidae,Limnonectes,kuhlii,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 34.1 N, 97 53 44.2 E",K.S. Lwin and Y.N.T. Na,26-Apr-02,Alc,H. Win,14-Aug-02,,,1717 ft,,2044 hrs.  Air temp 74.7 F.  69% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 34.1 N, 97 53 44.2 E, 1717 ft",,2002,1717,,ft,27,22,34.1,N,97,53,44.2,E,26,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225181,12602,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 34.1 N, 97 53 44.2 E",K.S. Lwin and Y.N.T. Na,26-Apr-02,Alc,H. Win,14-Aug-02,,,1717 ft,,2044 hrs.  Air temp 74.7 F.  69% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 34.1 N, 97 53 44.2 E, 1717 ft",,2002,1717,,ft,27,22,34.1,N,97,53,44.2,E,26,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225182,12609,JBS,CAS,Reptilia,Serpentes,Colubridae,Dinodon,septentrionale,,,M,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 21.8 N, 97 53 48.6 E",K.S. Lwin and Y.N.T. Na,26-Apr-02,Alc,H. Win,14-Aug-02,Adult,,1800 ft,"SVL 790 mm, total 965 mm, 100 gm.",1950 hrs.  Air temp 74.3 F.  72% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 21.8 N, 97 53 48.6 E, 1800 ft",,2002,1800,,ft,27,22,21.8,N,97,53,48.6,E,26,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225183,12610,JBS,CAS,Amphibia,Anura,Ranidae,Limnonectes,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E","H. Win, A.K. Shein, H. Ram and S.N. San",26-Apr-02,Alc,G.O.U. Wogan,9-Apr-04,,,1731 ft,,2040 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E, 1731 ft",,2002,1731,,ft,27,22,1,N,97,53,17.2,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225184,12611,JBS,CAS,Amphibia,Anura,Ranidae,Limnonectes,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E","H. Win, A.K. Shein, H. Ram and S.N. San",26-Apr-02,Alc,G.O.U. Wogan,9-Apr-04,,,1731 ft,SVL 57.8 mm.,2040 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E, 1731 ft",,2002,1731,,ft,27,22,1,N,97,53,17.2,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225185,12612,JBS,CAS,Amphibia,Anura,Ranidae,Limnonectes,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E","H. Win, A.K. Shein, H. Ram and S.N. San",26-Apr-02,Alc,G.O.U. Wogan,9-Apr-04,,,1731 ft,,2040 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E, 1731 ft",,2002,1731,,ft,27,22,1,N,97,53,17.2,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225186,12615,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E","H. Win, A.K. Shein, H. Ram and S.N. San",26-Apr-02,Alc,H. Win,14-Aug-02,,,1731 ft,,2040 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E, 1731 ft",,2002,1731,,ft,27,22,1,N,97,53,17.2,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225187,12618,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E","H. Win, A.K. Shein, H. Ram and S.N. San",26-Apr-02,Alc,H. Win,14-Aug-02,,,1731 ft,,2040 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, vic of 27 22 01.0 N, 97 53 17.2 E, 1731 ft",,2002,1731,,ft,27,22,1,N,97,53,17.2,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225188,12624,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 21 48.9 N, 97 53 27.8 E","H. Win, A.K. Shein, H. Ram and S.N. San",26-Apr-02,Alc,H. Win,14-Aug-02,,,1664 ft,,2128 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 21 48.9 N, 97 53 27.8 E, 1664 ft",,2002,1664,,ft,27,21,48.9,N,97,53,27.8,E,26,Apr,H. Win,Garmin 12 GPS,WGS84
225189,12627,JBS,CAS,Reptilia,Serpentes,Colubridae,Oligodon,albocinctus,,,M,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 21 23.8 N, 97 53 09.8 E","A.K. Shein, S. Di and B.S. Sin",27-Apr-02,Alc,G.O.U. Wogan,16-Aug-03,Adult,,1694 ft,"SVL 725 mm, total 860 mm, 99 gm.",1600 hrs.  Under stone in field.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 21 23.8 N, 97 53 09.8 E, 1694 ft",,2002,1694,,ft,27,21,23.8,N,97,53,9.8,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225190,12629,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,indicus,,,M,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 23.2 N, 97 53 10.3 E","A.K. Shein, S. Di and B.S. Sin",27-Apr-02,Alc,H. Win,14-Aug-02,Adult,,2030 ft,,1153 hrs.  Air temp. 72.6 F.  In bush.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 23.2 N, 97 53 10.3 E, 2030 ft",,2002,2030,,ft,27,22,23.2,N,97,53,10.3,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225191,12631,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 23.2 N, 97 53 10.3 E","A.K. Shein, S. Di and B.S. Sin",27-Apr-02,Alc,H. Win,14-Aug-02,,,2030 ft,SVL 47.2 mm.,1153 hrs.  Air temp. 72.6 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 23.2 N, 97 53 10.3 E, 2030 ft",,2002,2030,,ft,27,22,23.2,N,97,53,10.3,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225192,12632,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 23.2 N, 97 53 10.3 E","A.K. Shein, S. Di and B.S. Sin",27-Apr-02,Alc,H. Win,14-Aug-02,,,2030 ft,,1153 hrs.  Air temp. 72.6 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 23.2 N, 97 53 10.3 E, 2030 ft",,2002,2030,,ft,27,22,23.2,N,97,53,10.3,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225193,12637,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E",A.K. Shein and M. Kyaw,27-Apr-02,Alc,H. Win,14-Aug-02,,,1700 ft,SVL 35.1 mm.,1933 hrs.  Air temp. 74.0 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E, 1700 ft",,2002,1700,,ft,27,22,2.3,N,97,53,21.5,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225194,12638,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E",A.K. Shein and M. Kyaw,27-Apr-02,Alc,H. Win,14-Aug-02,,,1700 ft,SVL 43.2 mm.,1933 hrs.  Air temp. 74.0 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E, 1700 ft",,2002,1700,,ft,27,22,2.3,N,97,53,21.5,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225195,12639,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E",A.K. Shein and M. Kyaw,27-Apr-02,Alc,H. Win,14-Aug-02,,,1700 ft,,1933 hrs.  Air temp. 74.0 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E, 1700 ft",,2002,1700,,ft,27,22,2.3,N,97,53,21.5,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225196,12648,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E",A.K. Shein and M. Kyaw,27-Apr-02,Alc,H. Win,14-Aug-02,,,1700 ft,,1933 hrs.  Air temp. 74.0 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E, 1700 ft",,2002,1700,,ft,27,22,2.3,N,97,53,21.5,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225197,12642,JBS,CAS,Amphibia,Anura,Ranidae,Amolops,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E",A.K. Shein and M. Kyaw,27-Apr-02,Alc,H. Win,14-Aug-02,,,1700 ft,SVL 52.4 mm.,1933 hrs.  Air temp. 74.0 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E, 1700 ft",,2002,1700,,ft,27,22,2.3,N,97,53,21.5,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225198,12647,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E",A.K. Shein and M. Kyaw,27-Apr-02,Alc,H. Win,14-Aug-02,,,1700 ft,,1933 hrs.  Air temp. 74.0 F.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 02.3 N, 97 53 21.5 E, 1700 ft",,2002,1700,,ft,27,22,2.3,N,97,53,21.5,E,27,Apr,A.K. Shein,Garmin 12 GPS,WGS84
225199,12645,JBS,CAS,Amphibia,Anura,Ranidae,Limnonectes,kuhlii,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 39.3 N, 97 53 46.7 E",H. Win and S. Di,27-Apr-02,Alc,H. Win,14-Aug-02,,,1823 ft,,2147 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 39.3 N, 97 53 46.7 E, 1823 ft",,2002,1823,,ft,27,22,39.3,N,97,53,46.7,E,27,Apr,H. Win,Garmin 12 GPS,WGS84
225200,12646,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 39.3 N, 97 53 46.7 E",H. Win and S. Di,27-Apr-02,Alc,H. Win,14-Aug-02,,,1823 ft,,2147 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 39.3 N, 97 53 46.7 E, 1823 ft",,2002,1823,,ft,27,22,39.3,N,97,53,46.7,E,27,Apr,H. Win,Garmin 12 GPS,WGS84
225201,12655,JBS,CAS,Amphibia,Anura,Rhacophoridae,Polypedates,leucomystax,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 22 39.9 N, 97 53 42.7 E",H. Win and S. Di,27-Apr-02,Alc,H. Win,14-Aug-02,,,1697 ft,,2049 hrs.  In grass.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 22 39.9 N, 97 53 42.7 E, 1697 ft",,2002,1697,,ft,27,22,39.9,N,97,53,42.7,E,27,Apr,H. Win,Garmin 12 GPS,WGS84
225202,12664,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,maculatus,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 21 31.3 N, 97 54 32.0 E","K.S. Lwin, M. Kyaw, H. Ram and A. Sin",27-Apr-02,Alc,H. Win,14-Aug-02,Adult,,2940 ft,,1427 hrs.  Air temp. 79.1 F.  65% relative humidity.  Shifting cultivation.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 21 31.3 N, 97 54 32.0 E, 2940 ft",,2002,2940,,ft,27,21,31.3,N,97,54,32,E,27,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225203,12670,JBS,CAS,Amphibia,Anura,Ranidae,Rana,limnocharis,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 21 30.9 N, 97 53 35.6 E","K.S. Lwin, M. Kyaw, H. Ram and A. Sin",28-Apr-02,Alc,H. Win,14-Aug-02,,,,,"1103 hrs.  Air temp. 72.6 F.  70% relative humidity.  In stream, about 50 ft wide.","Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 21 30.9 N, 97 53 35.6 E",,2002,,,,27,21,30.9,N,97,53,35.6,E,28,Apr,K.S. Lwin,Garmin 12 GPS,WGS84
225204,12671,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,maculatus,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Ba Bawt village, 27 21 33.6 N, 97 53 53.7 E","H. Win, A.K. Shein, S. Di and R. Sar",28-Apr-02,Alc,A. Moren,7-Apr-05,Adult,,2059 ft,,1419 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Ba Bawt village, 27 21 33.6 N, 97 53 53.7 E, 2059 ft",,2002,2059,,ft,27,21,33.6,N,97,53,53.7,E,28,Apr,H. Win,Garmin 12 GPS,WGS84
225205,12676,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,indicus,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, between Ba Bawt village and Au Yin Ga camp, 27 21 06.6 N, 97 53 05.8 E","H. Win, T. Thin, K.S. Lwin, A.K. Shein and H. Tun",29-Apr-02,Alc,H. Win,14-Aug-02,Adult,,1726 ft,,1054 hrs.  Air temp. 77.5 F.  79% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: between Ba Bawt village and Au Yin Ga camp, 27 21 06.6 N, 97 53 05.8 E, 1726 ft",,2002,1726,,ft,27,21,6.6,N,97,53,5.8,E,29,Apr,H. Win,Garmin 12 GPS,WGS84
225206,12677,JBS,CAS,Reptilia,Serpentes,Colubridae,Dinodon,septentrionale,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, between Ba Bawt village and Au Yin Ga camp, 27 19 58.3 N, 97 52 34.4 E","H. Win, T. Thin, K.S. Lwin, A.K. Shein and H. Tun",29-Apr-02,Alc,H. Win,14-Aug-02,Adult,,1786 ft,"SVL 740 mm, total 1085 mm, 62 gm.","1054 hrs.  Air temp. 77.5 F.  79% relative humidity.  On trail bank, 5 ft above trail.","Myanmar: Kachin State: Putao District: Nagmung Township: between Ba Bawt village and Au Yin Ga camp, 27 19 58.3 N, 97 52 34.4 E, 1786 ft",,2002,1786,,ft,27,19,58.3,N,97,52,34.4,E,29,Apr,H. Win,Garmin 12 GPS,WGS84
225207,12678,JBS,CAS,Amphibia,Anura,Ranidae,Amolops,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, between Ba Bawt village and Au Yin Ga camp, 27 17 37.0 N, 97 52 45.3 E","H. Win, A.K. Shein, Y.N.T. Na and S.N. Sin",30-Apr-02,Alc,H. Win,14-Aug-02,Adult,,,,In tree beside stream.,"Myanmar: Kachin State: Putao District: Nagmung Township: Au Yin Ga camp, 27 17 37.0 N, 97 52 45.3 E",,2002,,,,27,17,37,N,97,52,45.3,E,30,Apr,H. Win,Garmin 12 GPS,WGS84
225208,12679,JBS,CAS,Amphibia,Anura,Ranidae,Amolops,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 21.8 N, 97 51 47.9 E",H. Win and T. Thin,30-Apr-02,Alc,H. Win,14-Aug-02,Adult,,,,"1740 hrs.  On plant, 2 ft high.","Myanmar: Kachin State: Putao District: Nagmung Township: Au Yin Ga camp, 27 17 21.8 N, 97 51 47.9 E",,2002,,,,27,17,21.8,N,97,51,47.9,E,30,Apr,H. Win,Garmin 12 GPS,WGS84
225209,12681,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 25.3 N, 97 51 48.9 E",H. Win and T. Thin,30-Apr-02,Alc,H. Win,14-Aug-02,Adult,,1728 ft,,2131 hrs.  Calling.,"Myanmar: Kachin State: Putao District: Nagmung Township: Au Yin Ga camp, 27 17 25.3 N, 97 51 48.9 E, 1728 ft",,2002,1728,,ft,27,17,25.3,N,97,51,48.9,E,30,Apr,H. Win,Garmin 12 GPS,WGS84
225210,12689,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 14.2 N, 97 51 50.8 E",Y.N.T. Na and H. Ram,30-Apr-02,Alc,H. Win,14-Aug-02,,,2883 ft,,,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 14.2 N, 97 51 50.8 E, 2883 ft",,2002,2883,,ft,27,17,14.2,N,97,51,50.8,E,30,Apr,Y.N.T. Na,Garmin 12 GPS,WGS84
225211,12690,JBS,CAS,Amphibia,Anura,Ranidae,Rana,chloronota,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 14.2 N, 97 51 50.8 E",Y.N.T. Na and H. Ram,30-Apr-02,Alc,G.O.U. Wogan,23-Jun-06,,,2883 ft,,,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 14.2 N, 97 51 50.8 E, 2883 ft",,2002,2883,,ft,27,17,14.2,N,97,51,50.8,E,30,Apr,Y.N.T. Na,Garmin 12 GPS,WGS84
225212,12691,JBS,CAS,Amphibia,Anura,Pelobatidae,Megophrys,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 14.2 N, 97 51 50.8 E",Y.N.T. Na and H. Ram,30-Apr-02,Alc,H. Win,14-Aug-02,,,2883 ft,,,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 14.2 N, 97 51 50.8 E, 2883 ft",,2002,2883,,ft,27,17,14.2,N,97,51,50.8,E,30,Apr,Y.N.T. Na,Garmin 12 GPS,WGS84
225213,12692,JBS,CAS,Reptilia,Serpentes,Colubridae,Ahaetulla,prasina,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 23.0 N, 97 51 29.8 E","H. Win, T. Thin, Y.N.T. Na and H. Ram",1-May-02,Alc,H. Win,14-Aug-02,Adult,,2221 ft,"SVL 750 mm, total 1183 mm, 65 gm.","1020 hrs.  In tree, ca 4 ft above ground.","Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 23.0 N, 97 51 29.8 E, 2221 ft",,2002,2221,,ft,27,17,23,N,97,51,29.8,E,1,May,H. Win,Garmin 12 GPS,WGS84
225214,12695,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,maculatus,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 18.1 N, 97 51 38.2 E","H. Win, T. Thin, Y.N.T. Na and H. Ram",1-May-02,Alc,A. Moren,7-Apr-05,Adult,,2883 ft,,1319 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 18.1 N, 97 51 38.2 E, 2883 ft",,2002,2883,,ft,27,17,18.1,N,97,51,38.2,E,1,May,H. Win,Garmin 12 GPS,WGS84
225215,12699,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,maculatus,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 23.0 N, 97 51 29.8 E","H. Win, T. Thin, Y.N.T. Na and H. Ram",1-May-02,Alc,A. Moren,7-Apr-05,Adult,,2221 ft,,1025 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 23.0 N, 97 51 29.8 E, 2221 ft",,2002,2221,,ft,27,17,23,N,97,51,29.8,E,1,May,H. Win,Garmin 12 GPS,WGS84
225216,12702,JBS,CAS,Amphibia,Anura,Ranidae,Amolops,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 23.0 N, 97 51 29.8 E","H. Win, T. Thin, Y.N.T. Na and H. Ram",1-May-02,Alc,H. Win,14-Aug-02,Adult,,2221 ft,,1025 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 17 23.0 N, 97 51 29.8 E, 2221 ft",,2002,2221,,ft,27,17,23,N,97,51,29.8,E,1,May,H. Win,Garmin 12 GPS,WGS84
225217,12704,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 15 30.0 N, 97 51 10.9 E","H. Tun, K.S. Lwin and A.K. Shein",1-May-02,Alc,H. Win,14-Aug-02,,,2119 ft,,1135 hrs.  Air temp. 85.7 F.  41% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township, Au Yin Ga camp, 27 15 30.0 N, 97 51 10.9 E, 2119 ft",,2002,2119,,ft,27,15,30,N,97,51,10.9,E,1,May,H. Tun,Garmin 12 GPS,WGS84
225218,12705,JBS,CAS,Reptilia,Sauria,Scincidae,Sphenomorphus,indicus,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 16 37.6 N, 97 51 42.6 E","H. Tun, K.S. Lwin and A.K. Shein",1-May-02,Alc,H. Win,14-Aug-02,,,2185 ft,,0927 hrs.,"Myanmar: Kachin State: Putao District: Nagmung Township: Au Yin Ga camp, 27 16 37.6 N, 97 51 42.6 E, 2185 ft",,2002,2185,,ft,27,16,37.6,N,97,51,42.6,E,1,May,H. Tun,Garmin 12 GPS,WGS84
225219,12710,JBS,CAS,Amphibia,Anura,Ranidae,Amolops,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 36.4 N, 97 51 52.0 E","H. Tun, K.S. Lwin and A.K. Shein",1-May-02,Alc,H. Win,14-Aug-02,,,2110 ft,,1942 hrs.  Air temp. 73.3 F.  69% relative humidity.  In small pool.,"Myanmar: Kachin State: Putao District: Nagmung Township: Au Yin Ga camp, 27 17 36.4 N, 97 51 52.0 E, 2110 ft",,2002,2110,,ft,27,17,36.4,N,97,51,52,E,1,May,H. Tun,Garmin 12 GPS,WGS84
225220,12711,JBS,CAS,Amphibia,Anura,Ranidae,Rana,,,,,Asia,Myanmar,Kachin State,,,Putao Dist.,"Nagmung Township, Au Yin Ga camp, 27 17 36.4 N, 97 51 52.0 E","H. Tun, K.S. Lwin and A.K. Shein",1-May-02,Alc,H. Win,14-Aug-02,,,2110 ft,,1942 hrs.  Air temp. 73.3 F.  69% relative humidity.,"Myanmar: Kachin State: Putao District: Nagmung Township: Au Yin Ga camp, 27 17 36.4 N, 97 51 52.0 E, 2110 ft",,2002,2110,,ft,27,17,36.4,N,97,51,52,E,1,May,H. Tun,Garmin 12 GPS,WGS84
